what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922765965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922767330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922768758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922829985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922834102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922843477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922858678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922861082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922861563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922895907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922902057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922910785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922928583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922933691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922934836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922943050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922945882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922948514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922955381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1417922958209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417922960410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922960879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417922964692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922965596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417922999391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923002565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923002940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923004925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923005756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923005881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923008881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923011214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923012871
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1417923025823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923026378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923027688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923044139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923052373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923286976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923323206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923326441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923462552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923466109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417923468635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923472888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923476675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923477807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923483725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923488179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923511071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923517100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923528101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923535759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923536181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923536575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923536997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923537341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923537732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923538857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923541155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923543550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1417923561194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417923562558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923564350
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923565199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923569501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923576731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417923584634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923585103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923590455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923604980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923773942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923775686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923778344
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.toggle.comment",1417923785670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923786170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923787051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923792957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923794364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923798061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923806540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923807790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923810041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923811264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923811823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923812717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923818308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923819792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1417923827602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923828134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923829831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923831989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923834097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923835769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417923836191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923839856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923849666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923852490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417923856126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923856760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417923858674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417924065331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924066077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924068083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417924068973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417924069458
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417924070083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417924070770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417924071520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924073461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924075898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924094143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924095862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924134711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924363571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924553302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417924568162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417925537910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417930327449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417930331638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964216203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1417964249456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964250034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964251560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964255918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964266621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964267883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964428055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964441788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964444415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964448378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964453111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964453642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964454504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964454895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964457541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964465179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964467321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964467808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964470446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964477729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964480125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964483691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964495586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964497368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964500440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964502750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964504391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964504876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964505518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964507411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964510845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964517414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964530839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964543909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1417964557256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964566855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964569500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964574557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964580493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964582649
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964585273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964600072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964601671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964604124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964606235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964631717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964636705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964637580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964645779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964646977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964650488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964652959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964653365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964654272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964655215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964656303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964656787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964657365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964657709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964659331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964665762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964667540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964670135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964676249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964677691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964691951
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964699615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964701142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964703648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417964722337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964723197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964725128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964727884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964732765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964734430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964737367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1417964740018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964741842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964746256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964747924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964752382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964760814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964790499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964807722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964809328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964811799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964812997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964813419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1417964814029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964815133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964817311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964850792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964889861
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1417964898547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1417964900084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964902650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964907999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964911147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964916255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964919002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964927534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417964942614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964944125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964967573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417964981272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417965073762
